request_id,pax_id,origin,destination,origin_lon,origin_lat,dest_lon,dest_lat,geometry_wkt,treq,treq_time,start_x,start_y,end_x,end_y,mode,main_mode,travel_time,distance,origin_cluster,destination_cluster,od_cluster,temporal_cluster,cluster,trip_number,trip_id,ttrav_base,wait_time,traveled_distance,euclidean_distance,longest_distance_mode,modes,start_activity_type,end_activity_type,start_facility_id,end_facility_id,first_pt_boarding_stop,last_pt_egress_stop,base_score,subpopulation,withinArea,walking_distance,fare,detour_factor,commute,index,max_detour,max_cost,max_walking_distance,RegioStaRGem5,age,bikeAvail,bikeSharingAvail,carAvail,carSharingAvail,drtAvail,eBikeAvail,eScooterSharingAvail,econStatus,employed,gkz,hasLicense,hasSeasonTicket,hasSmartphone,hheink_gr2,homeX,homeY,netIncomeHH,occupation,personsBelow14InHH,personsInHH,rideAvail,sex,sim_carAvailability,sim_ptAbo,sim_regionType,vehicles,origin_shape_index,destination_shape_index,network_utility,max_absolute_detour,max_travel_time,max_positive_delay,positive_delay_rel_component,max_negative_delay,negative_delay_rel_component,earliest_departure,latest_departure,earliest_arrival,latest_arrival,earliest_departure_time,latest_departure_time,earliest_arrival_time,latest_arrival_time
56,32f2d5d,65498200,84864895,12.172300000036769,47.64908004231046,11.5748400000121,48.11910004210735,"LINESTRING (12.172300000036769 47.64908004231046, 11.5748400000121 48.11910004210735)",61020.0,16:57:00,738228.5217752896,5282174.441778697,691622.039384973,5332744.598511339,,car,3519.0,83132.0,3,326,32,68,32_68,4,32f2d5d_4,3720.0,0.0,83628.0,68771.0,car,"['walk', 'car', 'walk']",accomp_other,leisure,26662accomp_other,26663leisure,nan,nan,-3.57032916884,default,False,,,,False,56,1.5,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,326,2.82,1759.5,5278.5,1200.0,0.0,1200.0,0.0,59820.0,62220.0,63339.0,65739.0,16:37:00,17:17:00,17:35:39,18:15:39
57,3655d99,477543,50180023,11.63594000001363,48.10837004211236,11.956860000024772,47.97681004217233,"LINESTRING (11.63594000001363 48.10837004211236, 11.956860000024772 47.97681004217233)",61260.0,17:01:00,696209.6885651574,5331706.157786686,720657.2230368298,5317954.269737738,,car,2679.0,38155.8,322,305,33,69,33_69,3,3655d99_3,2160.0,0.0,39162.0,28049.0,car,"['walk', 'car', 'walk']",leisure,leisure,158487leisure,158488leisure,nan,nan,-2.3813728289480003,default,False,,,,False,57,1.7,0.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,305,1.73,1875.3,4554.3,1200.0,0.0,1200.0,0.0,60060.0,62460.0,62739.0,65139.0,16:41:00,17:21:00,17:25:39,18:05:39
59,32c18d0,115119243,138379248,11.678220000014829,48.06241004213358,12.020180000027931,47.85914004222377,"LINESTRING (11.678220000014829 48.06241004213358, 12.020180000027931 47.85914004222377)",62940.0,17:29:00,699534.4092107337,5326707.129797569,725894.1217149908,5305061.006621045,,car,2871.0,38744.3,319,45,34,70,34_70,3,32c18d0_3,2460.0,0.0,40743.0,34108.0,car,"['walk', 'car', 'walk']",shop_other,shop_other,18519shop_other,18520shop_other,nan,nan,-1.916452697092,default,False,,,,False,59,1.4,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,45,1.82,1148.3999999999996,4019.3999999999996,1200.0,0.0,1200.0,0.0,61740.0,64140.0,64611.0,67011.0,17:09:00,17:49:00,17:56:51,18:36:51
61,32b7094,83065,420020,11.502580000010507,48.10919004211195,11.535360000011208,48.11239004211048,"LINESTRING (11.502580000010507 48.10919004211195, 11.535360000011208 48.11239004211048)",63539.0,17:38:59,686280.5924539192,5331465.7240067525,688708.6923406066,5331901.262030185,,pt,431.0,3461.5,219,219,35,71,35_71,5,32b7094_5,781.0,0.0,4395.0,2466.0,pt,"['walk', 'pt', 'walk']",leisure,leisure,16771leisure,16772leisure,625942,790109,-0.728685,default,True,,,,False,61,1.9,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,219,0.23,387.9,818.9,1200.0,0.0,1200.0,0.0,62339.0,64739.0,62770.0,65170.0,17:18:59,17:58:59,17:26:10,18:06:10
62,361fd5e,104271281,89406776,12.10322000003205,47.894640042208486,11.727150000016191,48.10866004211221,"LINESTRING (12.10322000003205 47.894640042208486, 11.727150000016191 48.10866004211221)",64140.0,17:49:00,731945.8633904048,5309252.332943373,702997.3403073009,5331975.079765311,,car,3198.0,44751.1,49,323,36,72,36_72,1,361fd5e_1,2940.0,0.0,45332.0,36801.0,car,"['walk', 'car', 'walk']",leisure,shop_other,150209leisure,150210shop_other,nan,nan,-1.8593819786500003,default,False,,,,False,62,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,323,2.05,0.0,3198.0,1200.0,0.0,1200.0,0.0,62940.0,65340.0,66138.0,68538.0,17:29:00,18:09:00,18:22:18,19:02:18
63,36233a8,104423071,81807243,11.56172000001177,48.14611004209468,12.023000000028025,47.87671004221623,"LINESTRING (11.56172000001177 48.14611004209468, 12.023000000028025 47.87671004221623)",65400.0,18:10:00,690545.693827956,5335713.786653866,726028.5550101151,5307021.778905377,,car,3789.0,54923.0,326,45,37,73,37_73,2,36233a8_2,3300.0,0.0,55813.0,45631.0,car,"['walk', 'car', 'walk']",work,home,150723work,150724home,nan,nan,-3.906883209484,default,False,,,,True,63,1.9,0.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,45,2.46,3410.0999999999995,7199.099999999999,1200.0,0.0,1200.0,0.0,64200.0,66600.0,67989.0,70389.0,17:50:00,18:30:00,18:53:09,19:33:09
65,3620393,3315069,78916356,11.511121858863934,48.158052158870085,11.547400000011438,48.151370042092196,"LINESTRING (11.511121858863934 48.158052158870085, 11.547400000011438 48.151370042092196)",66120.0,18:22:00,686739.0127111833,5336916.827829562,689461.2483878526,5336262.972080446,,car,424.0,3698.9,223,223,38,74,38_74,2,3620393_2,300.0,0.0,3269.0,2799.0,car,"['walk', 'car', 'walk']",educ_other,leisure,150279educ_other,150280leisure,nan,nan,-0.6393297493800001,default,True,,,,False,65,1.7,1.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,223,0.23,296.79999999999995,720.8,1200.0,0.0,1200.0,0.0,64920.0,67320.0,65344.0,67744.0,18:02:00,18:42:00,18:09:04,18:49:04
66,363d9e9,33313330,100204839,11.632800000013527,48.127500042103414,12.017340000027806,47.854720042225665,"LINESTRING (11.632800000013527 48.127500042103414, 12.017340000027806 47.854720042225665)",66840.0,18:34:00,695903.1904118323,5333824.174721026,725700.9211201587,5304561.516087822,,pt,2546.0,58140.2,329,45,39,75,39_75,5,363d9e9_5,2820.0,0.0,52667.0,41763.0,pt,"['walk', 'pt', 'walk', 'pt', 'walk', 'pt', 'walk']",business,leisure,154818business,154819leisure,624326.3,8000696.1,-3.96176,default,False,,,,False,66,1.9,0.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,45,2.01,2291.3999999999996,4837.4,1200.0,0.0,1200.0,0.0,65640.0,68040.0,68186.0,70586.0,18:14:00,18:54:00,18:56:26,19:36:26
67,32f2d5d,84864895,73136315,11.5748400000121,48.11910004210735,11.624970000013334,48.12013004210687,"LINESTRING (11.5748400000121 48.11910004210735, 11.624970000013334 48.12013004210687)",67020.0,18:37:00,691622.039384973,5332744.598511339,695348.5750736175,5332985.186817532,,car,500.0,4476.8,326,329,40,75,40_75,5,32f2d5d_5,720.0,0.0,5737.0,3734.0,car,"['walk', 'car', 'walk']",leisure,home,26663leisure,26664home,nan,nan,-1.1475414032220002,default,True,,,,False,67,1.9,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,329,0.28,449.99999999999994,950.0,1200.0,0.0,1200.0,0.0,65820.0,68220.0,66320.0,68720.0,18:17:00,18:57:00,18:25:20,19:05:20
68,362075e,76002224,12097344,11.599930000012698,48.12801004210319,12.634070000073766,47.86625004222101,"LINESTRING (11.599930000012698 48.12801004210319, 12.634070000073766 47.86625004222101)",68220.0,18:57:00,693455.6433168522,5333797.6371644605,771767.164688651,5307830.142136558,,car,4451.0,104909.5,326,179,41,76,41_76,4,362075e_4,4320.0,0.0,106017.0,82504.0,car,"['walk', 'car', 'walk']",leisure,leisure,150318leisure,150319leisure,nan,nan,-4.598944474580002,default,False,,,,False,68,1.9,0.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,179,3.57,4005.8999999999996,8456.9,1200.0,0.0,1200.0,0.0,67020.0,69420.0,71471.0,73871.0,18:37:00,19:17:00,19:51:11,20:31:11
69,3620393,78916356,143745981,11.547400000011438,48.151370042092196,11.958620000025086,47.870640042218824,"LINESTRING (11.547400000011438 48.151370042092196, 11.958620000025086 47.870640042218824)",68220.0,18:57:00,689461.2483878526,5336262.972080446,721241.1754662204,5306160.706059488,,car,3559.0,52255.1,223,55,42,76,42_76,3,3620393_3,2940.0,0.0,52303.0,43773.0,car,"['walk', 'car', 'walk']",leisure,leisure,150280leisure,150281leisure,nan,nan,-3.2429760414540003,default,False,,,,False,69,1.9,0.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,55,2.32,3203.1,6762.099999999999,1200.0,0.0,1200.0,0.0,67020.0,69420.0,70579.0,72979.0,18:37:00,19:17:00,19:36:19,20:16:19
72,361fd5e,89406776,13117898,11.727150000016191,48.10866004211221,11.86201000002093,47.98752004216753,"LINESTRING (11.727150000016191 48.10866004211221, 11.86201000002093 47.98752004216753)",71640.0,19:54:00,702997.3403073009,5331975.079765311,713535.4030489326,5318877.268363784,,car,1336.0,20364.7,323,307,43,80,43_80,2,361fd5e_2,2460.0,0.0,20353.0,16810.0,car,"['walk', 'car', 'walk']",shop_other,shop_daily,150210shop_other,150211shopping,nan,nan,-1.5200870939620004,default,False,,,,False,72,1.9,0.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,307,0.88,1202.3999999999999,2538.4,1200.0,0.0,1200.0,0.0,70440.0,72840.0,71776.0,74176.0,19:34:00,20:14:00,19:56:16,20:36:16
73,3622e38,107315788,138146129,11.565810000011878,48.1384200420983,11.998220000026883,47.86426004222156,"LINESTRING (11.565810000011878 48.1384200420983, 11.998220000026883 47.86426004222156)",72420.0,20:07:00,690878.4183496733,5334869.292469007,724229.6760976365,5305565.96405274,,car,3387.0,51316.1,326,55,13,81,13_81,2,3622e38_2,2880.0,0.0,66538.0,44395.0,car,"['walk', 'car', 'walk']",work,home,150680work,150681home,nan,nan,-3.168993969832001,default,False,,,,True,73,1.9,0.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,55,2.24,3048.2999999999997,6435.299999999999,1200.0,0.0,1200.0,0.0,71220.0,73620.0,74607.0,77007.0,19:47:00,20:27:00,20:43:27,21:23:27
74,32ede04,120776707,74353016,12.123310000033186,47.87973004221494,11.578560000012171,48.138410042098315,"LINESTRING (12.123310000033186 47.87973004221494, 11.578560000012171 48.138410042098315)",73463.0,20:24:23,733514.3829758104,5307656.015429339,691826.8975478852,5334899.913238068,,car,3677.0,69599.9,49,326,19,82,19_82,3,32ede04_3,3840.0,0.0,69199.0,49800.0,car,"['walk', 'car', 'walk']",business,business,25836business,25837business,nan,nan,-3.0579781403539994,default,False,,,,False,74,1.6,0.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,326,2.66,2206.2000000000003,5883.200000000001,1200.0,0.0,1200.0,0.0,72263.0,74663.0,75940.0,78340.0,20:04:23,20:44:23,21:05:40,21:45:40
75,32f2d5d,49964195,73136315,11.631930000013538,48.09960004211643,11.624970000013334,48.12013004210687,"LINESTRING (11.631930000013538 48.09960004211643, 11.624970000013334 48.12013004210687)",73920.0,20:32:00,695944.5712129675,5330721.280289523,695348.5750736175,5332985.186817532,,car,535.0,3830.2,322,329,44,83,44_83,7,32f2d5d_7,360.0,0.0,4063.0,2341.0,car,"['walk', 'car', 'walk']",accomp_other,home,26665accomp_other,26666home,nan,nan,-0.960252232862,default,True,,,,False,75,1.9,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,329,0.28,481.49999999999994,1016.5,1200.0,0.0,1200.0,0.0,72720.0,75120.0,73255.0,75655.0,20:12:00,20:52:00,20:20:55,21:00:55
76,33deadc,66963485,120310456,11.66324000001441,48.06443004213267,12.122910000033235,47.85681004222479,"LINESTRING (11.66324000001441 48.06443004213267, 12.122910000033235 47.85681004222479)",75120.0,20:52:00,698410.6774600823,5326892.897897916,733587.5363336962,5305107.777163471,,car,2733.0,58856.2,319,47,45,84,45_84,2,33deadc_2,2700.0,0.0,59461.0,41376.0,car,"['walk', 'car', 'walk']",work,home,65386work,65387home,nan,nan,-2.608686992668001,default,False,,,,True,76,1.8,0.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,47,2.1,2186.4,4919.400000000001,1200.0,0.0,1200.0,0.0,73920.0,76320.0,76653.0,79053.0,20:32:00,21:12:00,21:17:33,21:57:33
